animeTitle	animeType	animeNumEpisode	releaseDate	endDate	animeNumMembers	animeScore	animeUsers	animeRank	animePopularity	animeDescription	animeRelated	animeCharacters	animeVoices	animeStaff
Dead End Street	Music	1	2016-02-25 00:00:00		190	5.70	108	9736	16232	An original song by Mah featuring the Vocaloid Fukase.		[]	[]	[['Mah', ['Animation Director']]]
