animeTitle	animeType	animeNumEpisode	releaseDate	endDate	animeNumMembers	animeScore	animeUsers	animeRank	animePopularity	animeDescription	animeRelated	animeCharacters	animeVoices	animeStaff
Xiao Wan Pi	TV	26	2013-01-01 00:00:00		27			14320	18548			[]	[]	
